Country,ISO 3166-1 alpha-3,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita
Ireland,IRL,1934,9.482432,9.482432,0,0,0,0,,3.191663
Ireland,IRL,1935,9.533728,9.533728,0,0,0,0,,3.208929
Ireland,IRL,1936,10.145616,10.145616,0,0,0,0,,3.419486
Ireland,IRL,1937,10.354464,10.354464,0,0,0,0,,3.512369
Ireland,IRL,1938,9.965634,9.91112,0,0,0.054514,0,,3.393134
Ireland,IRL,1939,11.529568,11.402368,0,0,0.1272,0,,3.929641
Ireland,IRL,1940,11.522181,11.387712,0,0,0.134469,0,,3.89526
Ireland,IRL,1941,8.447995,8.302624,0,0,0.145371,0,,2.822584
Ireland,IRL,1942,7.015757,6.91758,0,0,0.098177,0,,2.367788
Ireland,IRL,1943,7.110814,6.987248,0,0,0.123566,0,,2.413718
Ireland,IRL,1944,6.356149,6.24712,0,0,0.109029,0,,2.159018
Ireland,IRL,1945,6.832587,6.738096,0,0,0.094491,0,,2.314562
Ireland,IRL,1946,8.19515,8.046144,0,0,0.149006,0,,2.771441
Ireland,IRL,1947,8.810732,8.665421,0,0,0.145311,0,,2.962586
Ireland,IRL,1948,8.443915,8.247664,0,0,0.196251,0,,2.828782
Ireland,IRL,1949,8.344839,8.130416,0,0,0.214423,0,,2.799342
Ireland,IRL,1950,9.726138,8.522918,0.985245,0,0.217975,0,,3.346226
Ireland,IRL,1951,10.506628,8.929168,1.366672,0,0.210788,0,,3.592372
Ireland,IRL,1952,9.619792,8.302624,1.088208,0,0.22896,0,,3.283901
Ireland,IRL,1953,9.53549,7.954544,1.348352,0,0.232594,0,,3.268896
Ireland,IRL,1954,9.09164,7.253979,1.543166,0,0.294496,0,,3.132046
Ireland,IRL,1955,11.714768,8.434528,2.94952,0,0.33072,0,,4.058654
Ireland,IRL,1956,10.923165,7.073892,3.496629,0,0.352644,0,,3.806446
Ireland,IRL,1957,9.718482,6.88832,2.572128,0,0.258034,0,,3.404829
Ireland,IRL,1958,8.95637,5.950336,2.748,0,0.258034,0,,3.155031
Ireland,IRL,1959,12.312178,8.7936,3.209664,0,0.308914,0,,4.360663
Ireland,IRL,1960,11.168536,7.592982,3.208612,0,0.366942,0,,3.973059
Ireland,IRL,1961,12.352601,8.306288,3.751936,0,0.294377,0,,4.400634
Ireland,IRL,1962,13.106731,8.229344,4.503056,0,0.374331,0,,4.659232
Ireland,IRL,1963,13.447305,7.873936,5.177232,0,0.396137,0,,4.761643
Ireland,IRL,1964,14.216062,7.881264,5.855072,0,0.479726,0,,5.010179
Ireland,IRL,1965,13.717431,6.661152,6.536576,0,0.519703,0,,4.809082
Ireland,IRL,1966,15.094858,7.4178,7.128414,0,0.548644,0,,5.26503
Ireland,IRL,1967,16.394834,7.643104,8.112096,0,0.639634,0,,5.68723
Ireland,IRL,1968,17.801571,8.86504,8.267685,0,0.668846,0,,6.139229
Ireland,IRL,1969,18.494395,8.405216,9.460448,0,0.628731,0,,6.339811
Ireland,IRL,1970,19.393739,8.148736,10.819792,0,0.425211,0,,6.601816
Ireland,IRL,1971,22.476181,8.222016,13.509168,0,0.744997,0,,7.569274
Ireland,IRL,1972,22.036418,7.71272,13.589776,0,0.733922,0,,7.311358
Ireland,IRL,1973,22.846356,7.093504,14.963776,0,0.789076,0,,7.461197
Ireland,IRL,1974,23.293275,7.445248,15.073696,0,0.774331,0,,7.489561
Ireland,IRL,1975,22.047718,6.782064,14.476464,0,0.78919,0,,6.981724
Ireland,IRL,1976,22.293362,6.932288,14.5644,0,0.796674,0,,6.954173
Ireland,IRL,1977,23.56872,7.412272,15.348496,0,0.807952,0,,7.241526
Ireland,IRL,1978,23.57964,6.151856,16.480672,0.01832,0.928792,0,,7.133303
Ireland,IRL,1979,27.402738,7.710088,17.571233,1.055373,1.066043,0,,8.17529
Ireland,IRL,1980,26.271548,7.407573,16.210936,1.685205,0.967834,0,,7.74655
Ireland,IRL,1981,26.061509,7.91424,14.568064,2.568464,1.010741,0,,7.609584
Ireland,IRL,1982,25.566267,8.35392,12.593168,3.79224,0.826939,0,,7.40791
Ireland,IRL,1983,25.728681,9.218624,11.666176,4.063376,0.780505,0,,7.408408
Ireland,IRL,1984,25.54945,8.745968,11.768768,4.308864,0.72585,0,,7.318807
Ireland,IRL,1985,26.749804,10.145616,11.37672,4.455424,0.772044,0,,7.630224
Ireland,IRL,1986,28.550302,11.145888,13.549472,3.110736,0.744206,0,,8.120873
Ireland,IRL,1987,30.226336,14.21632,12.153488,3.081424,0.775104,0,,8.602424
Ireland,IRL,1988,29.883637,14.514888,10.740504,3.723081,0.905165,0,,8.542991
Ireland,IRL,1989,30.061099,14.553408,10.431408,4.198944,0.877339,0,,8.630028
Ireland,IRL,1990,32.94442,14.658914,12.399713,4.414026,0.884,0.000006,0.587761,9.452191
Ireland,IRL,1991,33.674307,14.367054,13.45306,4.546653,0.782,0.000006,0.525535,9.60804
Ireland,IRL,1992,33.495315,13.765116,14.025055,4.516569,0.753,0.000006,0.435569,9.493149
Ireland,IRL,1993,33.716364,13.195587,13.99164,5.220705,0.729,0.000007,0.579426,9.509086
Ireland,IRL,1994,34.838447,12.556833,15.778462,5.151802,0.859,0.000007,0.492344,9.787736
Ireland,IRL,1995,35.852987,12.668263,16.078457,5.527482,0.879,0.000008,0.699776,10.01625
Ireland,IRL,1996,37.46927,13.073998,16.534516,6.178322,0.983,0.000013,0.699421,10.388715
Ireland,IRL,1997,38.804985,12.210017,18.194857,6.591682,1.145,0.000018,0.663412,10.660271
Ireland,IRL,1998,40.708971,11.892729,20.50167,6.720842,1.059,0.000024,0.534707,11.066229
Ireland,IRL,1999,42.440183,10.289113,23.186119,7.189719,1.166,0.038295,0.570937,11.408921
Ireland,IRL,2000,45.249116,11.107352,23.657578,8.208982,1.700904,0.000037,0.574263,12.005762
Ireland,IRL,2001,47.607612,11.65916,24.844206,8.601435,1.85119,0.056092,0.59553,12.433374
Ireland,IRL,2002,46.081589,11.31475,23.796955,8.63256,1.859797,0.000044,0.477482,11.833214
Ireland,IRL,2003,45.684109,10.842907,23.272473,8.839606,2.126951,0.000045,0.602127,11.540165
Ireland,IRL,2004,46.166785,10.206544,24.456139,8.756195,2.295081,0.000048,0.452777,11.450226
Ireland,IRL,2005,48.156597,11.16026,25.776718,8.400047,2.357055,0.000043,0.462474,11.685046
Ireland,IRL,2006,47.604659,10.020683,25.361371,9.428956,2.347851,0.00005,0.445749,11.241284
Ireland,IRL,2014,36.853014,8.647303,17.368282,8.795856,1.461122,0.000045,0.580406,7.973103
Ireland,IRL,2007,47.664334,9.670674,24.828674,10.207724,2.374056,0.000061,0.583145,10.932603
Israel,ISR,1930,0.039977,0,0,0,0.039977,0,,
Israel,ISR,1931,0.039977,0,0,0,0.039977,0,,
Israel,ISR,1932,0.05088,0,0,0,0.05088,0,,
Israel,ISR,1933,0.065417,0,0,0,0.065417,0,,
Israel,ISR,1934,0.069051,0,0,0,0.069051,0,,
Israel,ISR,1935,0.090857,0,0,0,0.090857,0,,
Israel,ISR,1936,0.07632,0,0,0,0.07632,0,,
Israel,ISR,1937,0.079954,0,0,0,0.079954,0,,
Israel,ISR,1938,0.047246,0,0,0,0.047246,0,,
Israel,ISR,1939,0.054514,0,0,0,0.054514,0,,
Israel,ISR,1940,0.072686,0,0,0,0.072686,0,,
Israel,ISR,1941,0.058149,0,0,0,0.058149,0,,
Israel,ISR,1942,0.109029,0,0,0,0.109029,0,,
Israel,ISR,1943,0.083589,0,0,0,0.083589,0,,
Israel,ISR,1944,0.087223,0,0,0,0.087223,0,,
Israel,ISR,1945,0.072686,0,0,0,0.072686,0,,
Israel,ISR,1946,0.130834,0,0,0,0.130834,0,,
Israel,ISR,1947,0.163543,0,0,0,0.163543,0,,
Israel,ISR,1948,0.079954,0,0,0,0.079954,0,,
Israel,ISR,1949,0.119931,0,0,0,0.119931,0,,
Israel,ISR,1950,1.669239,0.069616,1.41064,0,0.188983,0,,1.299871
Israel,ISR,1951,2.918425,0.040304,2.660064,0,0.218057,0,,2.181788
Israel,ISR,1952,3.658523,0.07328,3.363552,0,0.221691,0,,2.626003
Israel,ISR,1953,4.03952,0.07328,3.73728,0,0.22896,0,,2.784998
Israel,ISR,1954,4.324896,0.087936,3.95712,0,0.27984,0,,2.869087
Israel,ISR,1955,4.815486,0.043968,4.444432,0,0.327086,0,,3.077066
Israel,ISR,1956,4.79371,0.07328,4.418784,0,0.301646,0,,2.948761
Israel,ISR,1957,5.170656,0.07328,4.741216,0,0.35616,0,,3.061955
Israel,ISR,1958,5.537086,0.065952,5.118608,0,0.352526,0,,3.155416
Israel,ISR,1959,5.60277,0.05496,5.162576,0,0.385234,0,,3.068587
Israel,ISR,1960,6.460027,0.120912,5.939344,0,0.399771,0,,3.395998
Israel,ISR,1961,7.060775,0.113584,6.52192,0.007328,0.417943,0,,3.56008
Israel,ISR,1962,7.932361,0.117248,7.320672,0.021984,0.472457,0,,3.833742
Israel,ISR,1963,8.199567,0.054935,7.62138,0.018312,0.50494,0,,3.795358
Israel,ISR,1964,9.137254,0.073251,8.467774,0.054938,0.541291,0,,4.046788
Israel,ISR,1965,12.928839,0.021984,12.149824,0.135568,0.621463,0,,5.475797
Israel,ISR,1966,13.581386,0.018325,12.805469,0.179584,0.578007,0,,5.503298
Israel,ISR,1967,13.527913,0.01832,12.904608,0.208848,0.396137,0,,5.251941
Israel,ISR,1968,13.794168,0.025641,12.952465,0.271064,0.544998,0,,5.137782
Israel,ISR,1969,14.800936,0.025642,13.857483,0.271069,0.646743,0,,5.294611
Israel,ISR,1970,16.559356,0.018324,15.623088,0.234548,0.683397,0,,5.695771
Israel,ISR,1971,16.218947,0.021984,15.2972,0.216176,0.683587,0,,5.373033
Israel,ISR,1972,16.890887,0.01832,15.916416,0.216176,0.739975,0,,5.412098
Israel,ISR,1973,19.261169,0.010994,18.561685,0.095282,0.593208,0,,5.992386
Israel,ISR,1974,19.36896,0.010994,18.411408,0.113605,0.832953,0,,5.862773
Israel,ISR,1975,19.540482,0.014653,18.419154,0.106236,1.000438,0,,5.76741
Israel,ISR,1976,19.496745,0.014656,18.481216,0.102592,0.898281,0,,5.621704
Israel,ISR,1977,19.765917,0.014656,18.781664,0.102592,0.867005,0,,5.581426
Israel,ISR,1978,21.031664,0.014656,20.049408,0.102592,0.865008,0,,5.827991
Israel,ISR,1979,20.864377,0.014659,19.898992,0.131927,0.8188,0,,5.676163
Israel,ISR,1980,20.984618,0.014656,19.924832,0.2748,0.77033,0,,5.603956
Israel,ISR,1981,21.017606,0.014656,19.8772,0.278464,0.847286,0,,5.506683
Israel,ISR,1982,23.854861,2.407615,20.426246,0.135589,0.885411,0,,6.127883
Israel,ISR,1983,23.709025,4.469395,18.309867,0.113567,0.816195,0,,5.958399
Israel,ISR,1984,23.498479,7.120252,15.486456,0.08795,0.803822,0,,5.763668
Israel,ISR,1985,24.613013,7.781189,15.965358,0.09525,0.771217,0,,5.884506
Israel,ISR,1986,26.348255,8.53712,16.975312,0.065952,0.769871,0,,6.134056
Israel,ISR,1987,27.068916,8.66536,17.51392,0.07328,0.816356,0,,6.135252
Israel,ISR,1988,29.702603,8.638658,20.167859,0.06228,0.833806,0,,6.549065
Israel,ISR,1989,31.394252,9.207632,21.320816,0.062288,0.803516,0,,6.727173
Israel,ISR,1990,35.82436,9.950414,24.821081,0.065945,0.986919,0,,7.458352
Israel,ISR,1991,36.148458,10.861186,24.04558,0.047637,1.194055,0,,7.313339
Israel,ISR,1992,42.082498,13.369936,27.362752,0.047632,1.302178,0,,8.284953
Israel,ISR,1993,44.234508,15.111573,27.617828,0.047636,1.457472,0,,8.485426
Israel,ISR,1994,47.474582,16.016564,29.907847,0.043971,1.506199,0,,8.879908
Israel,ISR,1995,49.865527,17.55056,30.370896,0.043968,1.900103,0,,9.101651
Israel,ISR,1996,51.935752,20.906784,29.326656,0.029312,1.673,0,,9.253596
Israel,ISR,1997,54.865705,23.04656,30.070448,0.029312,1.719385,0,,9.553021
Israel,ISR,1998,56.009768,24.790624,29.007888,0.021984,2.189272,0,,9.542504
Israel,ISR,1999,54.75605,24.208048,28.256768,0.01832,2.272914,0,,9.135009
Israel,ISR,2000,59.51938,28.201808,29.14712,0.01832,2.152132,0,,9.730225
Israel,ISR,2001,63.023569,30.583408,30.601728,0.01832,1.820113,0,,10.103198
Israel,ISR,2002,59.301358,29.25704,28.209136,0.014656,1.820526,0,,9.328964
Israel,ISR,2003,62.414678,29.726032,30.788592,0.014656,1.885398,0,,9.637973
Israel,ISR,2004,58.679234,30.042921,24.510627,2.179944,1.945743,0,,8.896204
Israel,ISR,2005,56.524139,27.822609,23.539671,3.004285,2.157574,0,,8.418692
Israel,ISR,2006,62.148963,29.921995,25.708146,4.254156,2.264667,0,,9.096643
Israel,ISR,2014,60.282331,25.305119,20.21185,12.473013,2.292236,0.000113,,7.665757
Israel,ISR,2007,62.799906,30.308608,25.131376,5.089296,2.270626,0,,9.033354
Italy,ITA,1860,0.029312,0.029312,0,0,,0,,0.001124
Italy,ITA,1861,0.670512,0.670512,0,0,,0,,0.025544
Italy,ITA,1862,1.22744,1.22744,0,0,,0,,0.046462
Italy,ITA,1863,1.069888,1.069888,0,0,,0,,0.040206
Italy,ITA,1864,1.604832,1.601168,0.003664,0,,0,,0.059851
Italy,ITA,1865,1.271408,1.24576,0.025648,0,,0,,0.047049
Italy,ITA,1866,1.476592,1.439952,0.03664,0,,0,,0.054175
Italy,ITA,1867,1.469264,1.41064,0.058624,0,,0,,0.053601
Italy,ITA,1868,1.696432,1.590176,0.106256,0,,0,,0.061686
Italy,ITA,1869,1.872304,1.780704,0.0916,0,,0,,0.067639
Italy,ITA,1870,2.678384,2.557472,0.120912,0,,0,,0.096041
Italy,ITA,1871,2.30832,2.176416,0.131904,0,,0,,0.082255
Italy,ITA,1872,2.975168,2.84677,0.128398,0,,0,,0.105379
Italy,ITA,1873,2.769984,2.663728,0.106256,0,,0,,0.097579
Italy,ITA,1874,2.997152,2.861584,0.135568,0,,0,,0.105145
Italy,ITA,1875,3.066768,2.927536,0.139232,0,,0,,0.107117
Italy,ITA,1876,4.107344,3.971776,0.135568,0,,0,,0.142433
Italy,ITA,1877,3.803232,3.649344,0.153888,0,,0,,0.130844
Italy,ITA,1878,3.784912,3.638352,0.14656,0,,0,,0.12939
Italy,ITA,1879,4.356496,4.176809,0.179687,0,,0,,0.148054
Italy,ITA,1880,5.067312,4.887776,0.179536,0,,0,,0.171576
Italy,ITA,1881,5.957664,5.774351,0.183313,0,,0,,0.200784
Italy,ITA,1882,6.272768,6.085904,0.186864,0,,0,,0.209806
Italy,ITA,1883,6.646496,6.44864,0.197856,0,,0,,0.220718
Italy,ITA,1884,7.360976,7.133808,0.227168,0,,0,,0.242408
Italy,ITA,1885,8.375904,8.090112,0.285792,0,,0,,0.273329
Italy,ITA,1886,8.328272,8.108335,0.219937,0,,0,,0.269899
Italy,ITA,1887,10.14928,9.914869,0.234411,0,,0,,0.326879
Italy,ITA,1888,10.896736,10.68056,0.216176,0,,0,,0.348774
Italy,ITA,1889,11.255808,11.039632,0.216176,0,,0,,0.357691
Italy,ITA,1890,12.208448,11.988542,0.219906,0,,0,,0.3851
Italy,ITA,1891,10.999328,10.731856,0.267472,0,,0,,0.344893
Italy,ITA,1892,10.889408,10.621936,0.267472,0,,0,,0.339329
Italy,ITA,1893,10.523008,10.233552,0.289456,0,,0,,0.325759
Italy,ITA,1894,13.06216,12.776368,0.285792,0,,0,,0.401752
Italy,ITA,1895,12.021584,11.754112,0.267472,0,,0,,0.367756
Italy,ITA,1896,11.424352,11.12024,0.304112,0,,0,,0.347636
Italy,ITA,1897,11.918992,11.633288,0.285704,0,,0,,0.36033
Italy,ITA,1898,12.40264,12.124176,0.278464,0,,0,,0.372619
Italy,ITA,1899,13.589776,13.322304,0.267472,0,,0,,0.405822
Italy,ITA,1900,13.908544,13.637408,0.271136,0,,0,,0.41306
Italy,ITA,1901,13.52016,13.303925,0.216235,0,,0,,0.399096
Italy,ITA,1902,15.015072,14.791568,0.21984,0.003664,,0,,0.439474
Italy,ITA,1903,15.31552,15.09568,0.216176,0.003664,,0,,0.444753
Italy,ITA,1904,16.187552,15.960333,0.223555,0.003665,,0,,0.466298
Italy,ITA,1905,17.84368,17.616512,0.223504,0.003664,,0,,0.509659
Italy,ITA,1906,21.089984,20.859152,0.21984,0.010992,,0,,0.597501
Italy,ITA,1907,22.8084,22.5336,0.263808,0.010992,,0,,0.640793
Italy,ITA,1908,23.262736,22.951296,0.300448,0.010992,,0,,0.648005
Italy,ITA,1909,25.70296,25.358593,0.329713,0.014654,,0,,0.709772
Italy,ITA,1910,25.735936,25.395184,0.326096,0.014656,,0,,0.703706
Italy,ITA,1911,26.538352,26.054704,0.468992,0.014656,,0,,0.718865
Italy,ITA,1912,27.850064,27.384736,0.454336,0.010992,,0,,0.749665
Italy,ITA,1913,29.964192,29.473216,0.479984,0.010992,,0,,0.804451
Italy,ITA,1914,27.238176,26.714224,0.51296,0.010992,,0,,0.725848
Italy,ITA,1915,23.77936,23.22976,0.538608,0.010992,,0,,0.626069
Italy,ITA,1916,23.511888,22.815836,0.685061,0.01099,,0,,0.61643
Italy,ITA,1917,16.1216,15.381472,0.729136,0.010992,,0,,0.424465
Italy,ITA,1918,18.97952,18.074337,0.894189,0.010994,,0,,0.505851
Italy,ITA,1919,18.609456,17.840016,0.754784,0.014656,,0,,0.499583
Italy,ITA,1920,17.869328,17.081568,0.773104,0.014656,,0,,0.477815
Italy,ITA,1921,21.881408,21.229216,0.637536,0.014656,,0,,0.580547
Italy,ITA,1922,25.699296,24.783165,0.905137,0.010994,,0,,0.67477
Italy,ITA,1923,26.824144,25.728458,1.084692,0.010994,,0,,0.697456
Italy,ITA,1924,32.180912,31.001104,1.168816,0.010992,,0,,0.829191
Italy,ITA,1925,30.968128,29.619776,1.33736,0.010992,,0,,0.790709
Italy,ITA,1926,35.841248,34.38664,1.443616,0.010992,,0,,0.907327
Italy,ITA,1927,40.384608,38.706648,1.666969,0.010991,,0,,1.013466
Italy,ITA,1928,38.148139,34.738384,1.879632,0.010992,1.519131,0,,0.949289
Italy,ITA,1929,44.027135,40.124464,2.16176,0.010992,1.729919,0,,1.087922
Italy,ITA,1930,39.549787,35.52248,2.29,0.014656,1.722651,0,,0.969571
Italy,ITA,1931,34.172699,30.42952,2.202064,0.021984,1.519131,0,,0.830806
Italy,ITA,1932,28.064603,24.34728,2.150768,0.021984,1.544571,0,,0.677382
Italy,ITA,1933,30.473789,26.644146,2.052087,0.021987,1.75557,0,,0.729859
Italy,ITA,1934,39.660993,35.335616,2.286336,0.025648,2.013393,0,,0.942223
Italy,ITA,1935,45.376239,40.637424,2.630752,0.021984,2.086079,0,,1.069463
Italy,ITA,1936,31.989586,27.904555,2.173001,0.021987,1.890044,0,,0.748294
Italy,ITA,1937,45.174154,38.72848,4.264896,0.025648,2.15513,0,,1.048903
Italy,ITA,1938,44.978954,37.472341,5.198793,0.02931,2.278511,0,,1.035928
Italy,ITA,1939,46.120099,37.292192,6.269104,0.032976,2.525827,0,,1.05141
Italy,ITA,1940,49.030564,42.70392,3.905824,0.047632,2.373188,0,,1.105761
Italy,ITA,1941,42.894147,40.340421,1.102958,0.069622,1.381146,0,,0.958871
Italy,ITA,1942,41.888777,39.029179,1.655983,0.095256,1.10836,0,,0.930779
Italy,ITA,1943,7.112232,6.137705,0.032959,0.095215,0.846353,0,,0.15743
Italy,ITA,1944,3.57793,2.803757,0.021962,0.084186,0.668025,0,,0.079
Italy,ITA,1945,4.351886,3.696421,0.022003,0.069675,0.563788,0,,0.095768
Italy,ITA,1946,22.166356,19.928496,1.128512,0.10992,0.999428,0,,0.484775
Italy,ITA,1947,36.786411,29.74942,5.513222,0.161184,1.362585,0,,0.79901
Italy,ITA,1948,35.528083,26.323126,7.451808,0.197836,1.555313,0,,0.766005
Italy,ITA,1949,39.77106,27.544825,9.809431,0.421399,1.995406,0,,0.851027
Italy,ITA,1950,41.430597,24.572276,13.427373,0.956219,2.474729,0,,0.893056
Italy,ITA,1951,48.82223,27.659536,16.594256,1.810016,2.758422,0,,1.044309
Italy,ITA,1952,50.620579,26.025392,18.620448,2.685712,3.289027,0,,1.076656
Italy,ITA,1953,55.994577,26.835136,21.016704,4.272224,3.870513,0,,1.181018
Italy,ITA,1954,64.938322,27.962071,27.086425,5.561638,4.328188,0,,1.357583
Italy,ITA,1955,73.266224,28.993232,32.20656,6.79672,5.269712,0,,1.522234
Italy,ITA,1956,83.475058,30.97912,38.504976,8.386896,5.604066,0,,1.724569
Italy,ITA,1957,87.077968,29.887248,41.938144,9.346864,5.905712,0,,1.789509
Italy,ITA,1958,87.598381,27.001145,44.556103,9.702678,6.338456,0,,1.790262
Italy,ITA,1959,94.084603,26.010736,49.489648,11.464656,7.119563,0,,1.91133
Italy,ITA,1960,109.203087,27.88304,61.324368,12.080208,7.915471,0,,2.205334
Italy,ITA,1961,124.374897,30.169376,72.49224,12.802016,8.911265,0,,2.49685
Italy,ITA,1962,146.254985,31.873136,91.01376,13.399248,9.968841,0,,2.915639
Italy,ITA,1963,164.556239,32.744439,107.275869,13.618785,10.917146,0,,3.254986
Italy,ITA,1964,175.721076,27.781027,122.347174,14.304554,11.288322,0,,3.445662
Italy,ITA,1965,189.528379,30.535776,134.259952,14.505776,10.226875,0,,3.683535
Italy,ITA,1966,213.98226,31.671616,155.39024,15.839472,11.080932,0,,4.124357
Italy,ITA,1967,234.129742,35.181178,168.669602,17.301137,12.977825,0,,4.477144
Italy,ITA,1968,249.17216,32.752496,181.635472,20.221616,14.562576,0,,4.73162
Italy,ITA,1969,269.660969,32.906384,198.914896,22.346736,15.492953,0,,5.087799
Italy,ITA,1970,296.364546,32.880736,225.064864,22.071936,16.34701,0,,5.557804
Italy,ITA,1971,311.049181,30.707984,239.724528,25.054432,15.562237,0,,5.799251
Italy,ITA,1972,328.237476,29.121472,253.955504,28.949264,16.211236,0,,6.078987
Italy,ITA,1973,353.349131,29.417952,273.822542,32.697198,17.41144,0,,6.497827
Italy,ITA,1974,358.252934,31.67528,272.279168,37.065024,17.233462,0,,6.543351
Italy,ITA,1975,341.052459,30.605392,252.19312,42.17264,16.081307,0,,6.190375
Italy,ITA,1976,365.795463,30.9608,266.94072,51.006544,16.887399,0,,6.604129
Italy,ITA,1977,354.417634,31.367827,255.43839,50.039763,17.571654,0,,6.368729
Italy,ITA,1978,371.273837,35.5408,266.383792,51.951856,17.397389,0,,6.644482
Italy,ITA,1979,385.255527,40.128128,276.566048,50.878304,17.683047,0,,6.870891
Italy,ITA,1980,386.433006,44.913312,270.681664,52.241312,18.596718,0,,6.860227
Italy,ITA,1981,375.300134,47.771232,258.784656,50.449616,18.29463,0,,6.638613
Italy,ITA,1982,366.879032,49.841886,246.937729,52.802428,17.296988,0,,6.483583
Italy,ITA,1983,358.409081,44.48096,245.535632,51.512176,16.880313,0,,6.331475
Italy,ITA,1984,364.601058,54.659552,232.935136,60.928656,16.077714,0,,6.439412
Italy,ITA,1985,368.982391,59.397104,231.652736,62.504176,15.428375,0,,6.514926
Italy,ITA,1986,363.187621,53.285019,235.329037,59.631003,14.942562,0,,6.412318
Italy,ITA,1987,380.098578,55.623716,243.057427,66.110184,15.307252,0,,6.710243
Italy,ITA,1988,385.962261,52.69248,247.47988,70.41175,15.378151,0,,6.810591
Italy,ITA,1989,404.741934,52.15704,252.456928,84.334288,15.793678,0,,7.136855
Italy,ITA,1990,439.54984,69.580088,256.164368,88.992265,15.845935,4.047634,4.919549,7.744476
Italy,ITA,1991,439.094125,65.966185,253.652806,94.754985,15.692164,3.979914,5.048071,7.73128
Italy,ITA,1992,439.31532,58.065032,261.298548,94.458123,16.427096,3.956085,5.110436,7.729909
Italy,ITA,1993,431.604813,52.079079,259.335623,96.872426,14.065229,4.179991,5.072465,7.589396
Italy,ITA,1994,425.796827,54.772146,255.511608,92.793643,13.791223,4.070158,4.85805,7.485377
Italy,ITA,1995,449.826113,58.416932,264.198953,102.912719,15.310154,4.002398,4.984957,7.907623
Italy,ITA,1996,444.029375,53.524423,261.839699,106.189937,13.987543,3.850362,4.63741,7.803821
Italy,ITA,1997,449.754151,54.146179,262.769226,109.923345,14.232612,4.012577,4.670212,7.900708
Italy,ITA,1998,461.945962,54.867122,265.486614,118.554695,14.538381,3.886827,4.612322,8.113035
Italy,ITA,1999,466.424936,53.939637,260.378249,129.051474,15.277308,3.108679,4.66959,8.190787
Italy,ITA,2000,470.487187,56.032194,255.585246,134.813295,15.862119,3.261918,4.932415,8.25903
Italy,ITA,2001,470.568081,59.024471,251.784766,135.107373,16.394484,3.070873,5.186114,8.256306
Italy,ITA,2002,477.998974,60.015667,257.670837,135.864675,16.288779,2.842968,5.316048,8.37015
Italy,ITA,2003,495.96164,65.125831,255.94732,149.02423,16.93841,3.383522,5.542327,8.636659
Italy,ITA,2004,501.563232,72.217312,248.797516,154.661764,17.407936,2.646031,5.832673,8.668467
Italy,ITA,2005,502.255442,71.264929,239.412268,165.659608,17.403219,2.557067,5.958352,8.629837
Italy,ITA,2006,496.846732,70.786907,237.470807,162.584734,17.473865,2.591484,5.938934,8.503296
Italy,ITA,2014,349.390357,55.837154,157.836392,121.589383,8.338587,2.501145,3.287696,5.792012
Italy,ITA,2007,490.566288,70.675246,230.016244,163.512326,17.913986,2.52629,5.922195,8.346018
Jamaica,JAM,1950,0.271136,0.043382,0.227754,0,0,0,,0.192641
Jamaica,JAM,1951,0.520288,0.065952,0.454336,0,0,0,,0.359217
Jamaica,JAM,1952,0.563959,0.025648,0.501968,0,0.036343,0,,0.380466
Jamaica,JAM,1953,0.615136,0.029312,0.534944,0,0.05088,0,,0.407377
Jamaica,JAM,1954,0.791038,0.03664,0.707152,0,0.047246,0,,0.515933
Jamaica,JAM,1955,0.98517,0.040304,0.890352,0,0.054514,0,,0.634414
Jamaica,JAM,1956,1.259881,0.032976,1.161488,0,0.065417,0,,0.802448
Jamaica,JAM,1957,1.604238,0.003664,1.527888,0,0.072686,0,,1.011237
Jamaica,JAM,1958,1.354969,0.003654,1.264327,0,0.086988,0,,0.844862
Jamaica,JAM,1959,1.838526,0.003664,1.736736,0,0.098126,0,,1.13346
Jamaica,JAM,1960,1.468402,0,1.363008,0,0.105394,0,,0.894096
Jamaica,JAM,1961,2.127922,0.003664,2.018864,0,0.105394,0,,1.278989
Jamaica,JAM,1962,2.11699,0.003664,2.0152,0,0.098126,0,,1.257298
Jamaica,JAM,1963,2.395454,0.003664,2.293664,0,0.098126,0,,1.405892
Jamaica,JAM,1964,4.062248,0.003661,3.920609,0,0.137978,0,,2.354679
Jamaica,JAM,1965,2.988577,0.00366,2.832465,0,0.152453,0,,1.710714
Jamaica,JAM,1966,3.516015,0.00366,3.338091,0,0.174264,0,,1.987794
Jamaica,JAM,1967,3.864153,0.003664,3.693312,0,0.167177,0,,2.158045
Jamaica,JAM,1968,3.878512,0.003664,3.671328,0,0.20352,0,,2.140212
Jamaica,JAM,1969,4.266897,0.003661,4.059891,0,0.203345,0,,2.325773
Jamaica,JAM,1970,4.988584,0.003667,4.7667,0,0.218217,0,,2.683346
Jamaica,JAM,1971,5.747217,0.003664,5.53264,0,0.210913,0,,3.047074
Jamaica,JAM,1972,6.282311,0.003664,6.071248,0,0.207399,0,,3.280068
Jamaica,JAM,1973,8.290351,0.003664,8.086448,0,0.200239,0,,4.26169
Jamaica,JAM,1974,7.59431,0.003662,7.390387,0,0.200261,0,,3.845454
Jamaica,JAM,1975,8.180667,0.003664,7.976528,0,0.200475,0,,4.084016
Jamaica,JAM,1976,7.275862,0.003662,7.089934,0,0.182266,0,,3.585076
